study	pathogen	library	design	replicate	plate	well	gene	sirna	well_type	image_idx	object_idx	cells.children_bacteria_count	cells.children_invasomes_count	cells.intensity_maxintensityedge_corr1actin	cells.parent_nuclei	nuclei.intensity_uppertenpercentintensity_corr1pathogen	perinuclei.intensity_upperquartileintensity_corr1actin
study	bacteria	d	p	1	kb03-1a	a06	mock	none	control	35	199	0.0	0.0	0.23670074845699998	0.0	0.0120224294842	0.0695741943589
study	bacteria	d	p	1	kb03-1a	a06	mock	none	control	33	201	0.0	0.0	0.11177385268500001	0.0	0.010575266382	0.0586769723061
study	bacteria	d	p	1	kb03-1a	a06	mock	none	control	33	82	0.0	0.0	0.127457891036	0.0	0.0357284293511	0.0829517253155
study	bacteria	d	p	1	kb03-1a	a06	mock	none	control	36	171	0.0	0.0	0.056084176375199996	0.0	0.012822185741700002	0.0301446992278
study	bacteria	d	p	1	kb03-1a	a06	mock	none	control	32	99	0.0	0.0	0.22683350904599997	0.0	0.128461682665	0.0492302342885
study	bacteria	d	p	1	kb03-1a	a06	mock	none	control	35	222	0.0	0.0	0.20097021162300002	0.0	0.0117822014586	0.0601017934401
study	bacteria	d	p	1	kb03-1a	a06	mock	none	control	36	177	0.0	0.0	0.102922422307	0.0	0.0697679341928	0.053993536354099994
study	bacteria	d	p	1	kb03-1a	a06	mock	none	control	31	42	0.0	0.0	0.13104384503	0.0	0.0168234905053	0.0499055098043
study	bacteria	d	p	1	kb03-1a	a06	mock	none	control	31	85	0.0	0.0	0.10137840357200001	0.0	0.166800728045	0.03686195947780001
study	bacteria	d	p	1	kb03-1a	a06	mock	none	control	36	83	0.0	0.0	0.129947440559	0.0	0.009465105564429999	0.0514233914652
study	bacteria	d	p	1	kb03-1a	a07	mock	none	control	41	80	0.0	0.0	0.05811735839669999	0.0	0.010796080763399999	0.045209252036699996
study	bacteria	d	p	1	kb03-1a	a07	mock	none	control	38	63	0.0	0.0	0.148472566633	0.0	0.0109494366449	0.0650139999475
study	bacteria	d	p	1	kb03-1a	a07	mock	none	control	42	71	0.0	0.0	0.150947918857	0.0	0.012327491328	0.046067429899699995
study	bacteria	d	p	1	kb03-1a	a07	mock	none	control	38	121	0.0	0.0	0.107706771397	0.0	0.00987688368792	0.0640882162568
study	bacteria	d	p	1	kb03-1a	a07	mock	none	control	39	66	0.0	0.0	0.155321292453	0.0	0.032134127787	0.0871027228104
study	bacteria	d	p	1	kb03-1a	a07	mock	none	control	41	7	0.0	0.0	0.0685367769331	0.0	0.0129312314414	0.0383577493701
study	bacteria	d	p	1	kb03-1a	a07	mock	none	control	39	28	0.0	0.0	0.12483196750499999	0.0	0.01590387563	0.0751958740687
study	bacteria	d	p	1	kb03-1a	a07	mock	none	control	39	168	0.0	0.0	0.0617192736545	0.0	0.0106532399973	0.0338186747913
study	bacteria	d	p	1	kb03-1a	a07	mock	none	control	40	10	0.0	0.0	0.221921264564	0.0	0.0402406553331	0.0635160252073
study	bacteria	d	p	1	kb03-1a	a07	mock	none	control	41	10	0.0	0.0	0.326357819921	0.0	0.0135489836301	0.061066097006099995
study	bacteria	d	p	1	kb03-1a	a08	mock	none	control	46	72	0.0	0.0	0.10984881814200001	0.0	0.011350185245999999	0.060332732458499995
study	bacteria	d	p	1	kb03-1a	a08	mock	none	control	47	13	0.0	0.0	0.115072882322	0.0	0.0141402067137	0.05310951965440001
study	bacteria	d	p	1	kb03-1a	a08	mock	none	control	43	114	0.0	0.0	0.288872571483	0.0	0.034375339193199995	0.152763619538
study	bacteria	d	p	1	kb03-1a	a08	mock	none	control	47	39	0.0	0.0	0.11926516364	0.0	0.014556132170799999	0.0506400367497
study	bacteria	d	p	1	kb03-1a	a08	mock	none	control	47	161	0.0	0.0	0.12414999451	0.0	0.0117636673038	0.0453839279665
study	bacteria	d	p	1	kb03-1a	a08	mock	none	control	44	158	0.0	0.0	0.139631740629	0.0	0.0104452264955	0.07608648102269999
study	bacteria	d	p	1	kb03-1a	a08	mock	none	control	47	25	0.0	0.0	0.157038364072	0.0	0.013236204177700002	0.07119397621710001
study	bacteria	d	p	1	kb03-1a	a08	mock	none	control	44	71	0.0	0.0	0.0804789800478	0.0	0.0133820301565	0.047512872594800006
study	bacteria	d	p	1	kb03-1a	a08	mock	none	control	43	122	0.0	0.0	0.0879810665349	0.0	0.00996921982385	0.0500843967269
study	bacteria	d	p	1	kb03-1a	a08	mock	none	control	43	174	0.0	0.0	0.118717739495	0.0	0.0134742271881	0.0717410534075
study	bacteria	d	p	1	kb03-1a	a09	mock	none	control	50	38	0.0	0.0	0.13921569877599999	0.0	0.058532888130199995	0.0965868373419
study	bacteria	d	p	1	kb03-1a	a09	mock	none	control	51	128	0.0	0.0	0.281675746023	0.0	0.0131075522762	0.0556804200363
study	bacteria	d	p	1	kb03-1a	a09	mock	none	control	50	64	0.0	0.0	0.288043078706	0.0	0.011818771490200001	0.07330316758069999
study	bacteria	d	p	1	kb03-1a	a09	mock	none	control	49	173	0.0	0.0	0.0963211110364	0.0	0.011767941765999998	0.0395096354943
study	bacteria	d	p	1	kb03-1a	a09	mock	none	control	54	65	0.0	0.0	0.0335625468886	0.0	0.0709327731303	0.0425199537599
study	bacteria	d	p	1	kb03-1a	a09	mock	none	control	50	107	0.0	0.0	0.0766650166193	0.0	0.0096293936214	0.037803921772599995
study	bacteria	d	p	1	kb03-1a	a09	mock	none	control	52	233	0.0	0.0	0.197572022898	0.0	0.012133133343	0.0434826683117
study	bacteria	d	p	1	kb03-1a	a09	mock	none	control	54	163	0.0	0.0	0.0956790736145	0.0	0.0134804072252	0.053145074267600005
study	bacteria	d	p	1	kb03-1a	a09	mock	none	control	52	44	0.0	0.0	0.0753092768742	0.0	0.0124746929777	0.04173864685169999
study	bacteria	d	p	1	kb03-1a	a09	mock	none	control	52	80	0.0	0.0	0.0674915656941	0.0	0.0108981207136	0.0558542974845
study	bacteria	d	p	1	kb03-1a	a10	mock	none	control	55	190	0.0	0.0	0.204336158797	0.0	0.0144037351587	0.052991516841900003
study	bacteria	d	p	1	kb03-1a	a10	mock	none	control	57	185	0.0	0.0	0.09279766757760001	0.0	0.0198461373712	0.0555427914311
study	bacteria	d	p	1	kb03-1a	a10	mock	none	control	56	140	0.0	0.0	0.4413289866100001	0.0	0.0116494350917	0.07403427296739999
study	bacteria	d	p	1	kb03-1a	a10	mock	none	control	60	184	0.0	0.0	0.094817697608	0.0	0.0107854509389	0.0456435800125
study	bacteria	d	p	1	kb03-1a	a10	mock	none	control	60	223	0.0	0.0	0.0986348829188	0.0	0.0130602307101	0.043822834392
study	bacteria	d	p	1	kb03-1a	a10	mock	none	control	57	34	0.0	0.0	0.09177691557050001	0.0	0.0129031921822	0.0582480890852
study	bacteria	d	p	1	kb03-1a	a10	mock	none	control	55	123	0.0	0.0	0.0570101136286	0.0	0.009276894354290001	0.0462188234678
study	bacteria	d	p	1	kb03-1a	a10	mock	none	control	60	56	0.0	0.0	0.057565798907000004	0.0	0.0118466386653	0.0333633034851
study	bacteria	d	p	1	kb03-1a	a10	mock	none	control	56	76	0.0	0.0	0.125076063454	0.0	0.0122541442139	0.09090637869969999
study	bacteria	d	p	1	kb03-1a	a10	mock	none	control	59	4	0.0	0.0	0.302156118269	0.0	0.013470852189200001	0.0452498939256
study	bacteria	d	p	1	kb03-1a	a11	mock	none	control	63	183	0.0	0.0	0.14224270489	0.0	0.012158847511200001	0.0382728737709
study	bacteria	d	p	1	kb03-1a	a11	mock	none	control	66	61	0.0	0.0	0.375439072113	0.0	0.0139323741494	0.07764790650219999
study	bacteria	d	p	1	kb03-1a	a11	mock	none	control	61	149	0.0	0.0	0.187457728856	0.0	0.009447204639209998	0.0631575420538
study	bacteria	d	p	1	kb03-1a	a11	mock	none	control	61	32	0.0	0.0	0.0782634804239	0.0	0.0213662932257	0.036431656567199995
study	bacteria	d	p	1	kb03-1a	a11	mock	none	control	64	60	0.0	0.0	0.157376893251	0.0	0.11959700892200001	0.037605853076499995
study	bacteria	d	p	1	kb03-1a	a11	mock	none	control	65	79	0.0	0.0	0.181176284613	0.0	0.0106340020615	0.08961222866219999
study	bacteria	d	p	1	kb03-1a	a11	mock	none	control	62	46	0.0	0.0	0.243173832773	0.0	0.0099689810918	0.0818892404921
study	bacteria	d	p	1	kb03-1a	a11	mock	none	control	61	289	0.0	0.0	0.0552786215362	0.0	0.0128915782524	0.030097743305700003
study	bacteria	d	p	1	kb03-1a	a11	mock	none	control	63	192	0.0	0.0	0.0968435208895	0.0	0.0332374894503	0.0326441451818
study	bacteria	d	p	1	kb03-1a	a11	mock	none	control	66	4	0.0	0.0	0.0871841756267	0.0	0.15212177835100002	0.0347686921109
study	bacteria	d	p	1	kb03-1a	a12	mock	none	control	68	112	0.0	0.0	0.0821264537981	0.0	0.114164752469	0.220094253776
study	bacteria	d	p	1	kb03-1a	a12	mock	none	control	72	179	0.0	0.0	0.319763567233	0.0	0.0232748479122	0.06308989727889999
study	bacteria	d	p	1	kb03-1a	a12	mock	none	control	71	221	0.0	0.0	0.64970151657	0.0	0.0124680151743	0.057086636530099995
study	bacteria	d	p	1	kb03-1a	a12	mock	none	control	69	167	0.0	0.0	0.0956838736919	0.0	0.010733868532	0.06308427570309999
study	bacteria	d	p	1	kb03-1a	a12	mock	none	control	70	3	0.0	0.0	0.116951567893	0.0	0.04363479554409999	0.046588781372999995
study	bacteria	d	p	1	kb03-1a	a12	mock	none	control	69	73	0.0	0.0	0.08749406551000001	0.0	0.0361218212238	0.0622460093104
study	bacteria	d	p	1	kb03-1a	a12	mock	none	control	72	132	0.0	0.0	0.141191258926	0.0	0.010206546598700001	0.0711077913478
study	bacteria	d	p	1	kb03-1a	a12	mock	none	control	67	1	0.0	0.0	0.127314692227	0.0	0.0159121516264	0.0748430496016
study	bacteria	d	p	1	kb03-1a	a12	mock	none	control	67	19	0.0	0.0	0.221134133443	0.0	0.0682685340763	0.107042679871
study	bacteria	d	p	1	kb03-1a	a12	mock	none	control	71	202	0.0	0.0	0.20434708414500002	0.0	0.012799032984499999	0.04410114195090001
study	bacteria	d	p	1	kb03-1a	a13	mock	none	control	74	202	0.0	0.0	0.0761818084613	0.0	0.0124325130164	0.0430502230566
study	bacteria	d	p	1	kb03-1a	a13	mock	none	control	77	94	0.0	0.0	0.151179705633	0.0	0.0114191805732	0.0401415188429
study	bacteria	d	p	1	kb03-1a	a13	mock	none	control	77	129	0.0	0.0	0.0787967657846	0.0	0.0133466374102	0.0371404510582
study	bacteria	d	p	1	kb03-1a	a13	mock	none	control	76	226	0.0	0.0	0.10611312814400001	0.0	0.0923683247879	0.041440967221800004
study	bacteria	d	p	1	kb03-1a	a13	mock	none	control	75	69	0.0	0.0	0.14553203177500001	0.0	0.014786765614200002	0.0752755365153
study	bacteria	d	p	1	kb03-1a	a13	mock	none	control	76	222	0.0	0.0	0.128685068705	0.0	0.0137451856008	0.051132247332300006
study	bacteria	d	p	1	kb03-1a	a13	mock	none	control	75	3	0.0	0.0	0.0677813671277	0.0	0.014863452058700002	0.049083116893999995
study	bacteria	d	p	1	kb03-1a	a13	mock	none	control	74	39	0.0	0.0	0.0903001738476	0.0	0.0158669526409	0.051606881110300006
study	bacteria	d	p	1	kb03-1a	a13	mock	none	control	77	176	0.0	0.0	0.08710160560350001	0.0	0.0318110687137	0.041056752556400004
study	bacteria	d	p	1	kb03-1a	a13	mock	none	control	73	153	0.0	0.0	0.28965346077799997	0.0	0.012417330872500002	0.08718131049519999
study	bacteria	d	p	1	kb03-1a	a14	mock	none	control	83	94	0.0	0.0	0.113282546175	0.0	0.0143718457042	0.0493736117836
study	bacteria	d	p	1	kb03-1a	a14	mock	none	control	80	180	0.0	0.0	0.110670838925	0.0	0.0102344153559	0.0384139473727
study	bacteria	d	p	1	kb03-1a	a14	mock	none	control	79	9	0.0	0.0	0.0536615074578	0.0	0.012967770420799997	0.038504642056
study	bacteria	d	p	1	kb03-1a	a14	mock	none	control	80	230	0.0	0.0	0.125428930014	0.0	0.0131162510353	0.12065918660999998
study	bacteria	d	p	1	kb03-1a	a14	mock	none	control	79	161	0.0	0.0	0.183949829365	0.0	0.0120500445912	0.060006104776099994
study	bacteria	d	p	1	kb03-1a	a14	mock	none	control	82	98	0.0	0.0	0.12148741224300001	0.0	0.0103372053966	0.04754457287740001
study	bacteria	d	p	1	kb03-1a	a14	mock	none	control	80	48	0.0	0.0	0.10091244401499999	0.0	0.0134147086067	0.0661695888447
study	bacteria	d	p	1	kb03-1a	a14	mock	none	control	83	130	0.0	0.0	0.10430066646500001	0.0	0.0299037317704	0.03485689764
study	bacteria	d	p	1	kb03-1a	a14	mock	none	control	83	37	0.0	0.0	0.193288582837	0.0	0.0482355568566	0.0992415826186
study	bacteria	d	p	1	kb03-1a	a14	mock	none	control	82	172	0.0	0.0	0.06377934290210001	0.0	0.013046819631100002	0.024224751334
study	bacteria	d	p	1	kb03-1a	a15	mock	none	control	86	153	0.0	0.0	0.10152819474199999	0.0	0.022895117338400002	0.0458337677323
study	bacteria	d	p	1	kb03-1a	a15	mock	none	control	90	141	0.0	0.0	0.15374108647	0.0	0.0120592994722	0.0518835687468
study	bacteria	d	p	1	kb03-1a	a15	mock	none	control	90	116	0.0	0.0	0.162251843926	0.0	0.010282029936499999	0.0558441030191
study	bacteria	d	p	1	kb03-1a	a15	mock	none	control	87	71	0.0	0.0	0.14833203876499998	0.0	0.0107236108486	0.0654925712544
study	bacteria	d	p	1	kb03-1a	a15	mock	none	control	85	203	0.0	0.0	0.0946142800633	0.0	0.115351541291	0.0518226473745
study	bacteria	d	p	1	kb03-1a	a15	mock	none	control	85	191	0.0	0.0	0.15599885621200002	0.0	0.0131446904467	0.08762469967900001
study	bacteria	d	p	1	kb03-1a	a15	mock	none	control	85	14	0.0	0.0	0.08376796707610001	0.0	0.0143732354635	0.04345714619
study	bacteria	d	p	1	kb03-1a	a15	mock	none	control	88	121	0.0	0.0	0.0637345630856	0.0	0.0105063069255	0.0341738173614
study	bacteria	d	p	1	kb03-1a	a15	mock	none	control	89	25	0.0	0.0	0.170278025011	0.0	0.013034677525500001	0.0828876218072
study	bacteria	d	p	1	kb03-1a	a15	mock	none	control	89	149	0.0	0.0	0.0916400106608	0.0	0.014572528395499999	0.0389374393612
study	bacteria	d	p	1	kb03-1a	a16	mock	none	control	93	49	0.0	0.0	0.11744745628799999	0.0	0.010643629193	0.030831168321000003
study	bacteria	d	p	1	kb03-1a	a16	mock	none	control	91	72	0.0	0.0	0.17523061074299998	0.0	0.0104068205361	0.055906614532699996
study	bacteria	d	p	1	kb03-1a	a16	mock	none	control	96	27	0.0	0.0	0.21434664498	0.0	0.012578688995299998	0.0562160192909
study	bacteria	d	p	1	kb03-1a	a16	mock	none	control	95	25	0.0	0.0	0.0803223692093	0.0	0.011877653335700001	0.0524538718893
study	bacteria	d	p	1	kb03-1a	a16	mock	none	control	92	74	0.0	0.0	0.179083482066	0.0	0.0107632236406	0.0551937026618
study	bacteria	d	p	1	kb03-1a	a16	mock	none	control	94	128	0.0	0.0	0.0858415913043	0.0	0.0108508655057	0.0457079078027
study	bacteria	d	p	1	kb03-1a	a16	mock	none	control	92	13	0.0	0.0	0.167924738985	0.0	0.0507830294539	0.0782552437378
study	bacteria	d	p	1	kb03-1a	a16	mock	none	control	93	101	0.0	0.0	0.14235855552100002	0.0	0.0092026575768	0.0400773779065
study	bacteria	d	p	1	kb03-1a	a16	mock	none	control	96	168	0.0	0.0	0.0630866783916	0.0	0.0229746015941	0.0288583038571
study	bacteria	d	p	1	kb03-1a	a16	mock	none	control	96	117	0.0	0.0	0.135753968959	0.0	0.057186805681699995	0.0622975594829
study	bacteria	d	p	1	kb03-1a	a17	mock	none	control	98	81	0.0	0.0	0.179367770948	0.0	0.009634094715219999	0.0602771329659
study	bacteria	d	p	1	kb03-1a	a17	mock	none	control	101	140	0.0	0.0	0.164248785524	0.0	0.0107371443845	0.115563979516
study	bacteria	d	p	1	kb03-1a	a17	mock	none	control	97	124	0.0	0.0	0.11731045190400001	0.0	0.0137623423278	0.06841934586500001
study	bacteria	d	p	1	kb03-1a	a17	mock	none	control	102	233	0.0	0.0	0.102726101631	0.0	0.0295080420223	0.07266336906880001
study	bacteria	d	p	1	kb03-1a	a17	mock	none	control	101	210	0.0	0.0	0.27174470471900003	0.0	0.024716970390300002	0.0626096019776
study	bacteria	d	p	1	kb03-1a	a17	mock	none	control	102	39	0.0	0.0	0.151427711602	0.0	0.010773435355499999	0.056569329077699994
study	bacteria	d	p	1	kb03-1a	a17	mock	none	control	98	174	0.0	0.0	0.12345038990900001	0.0	0.0132014644519	0.06575085052
study	bacteria	d	p	1	kb03-1a	a17	mock	none	control	101	166	0.0	0.0	0.208478536606	0.0	0.010559105326700001	0.0777860918573
study	bacteria	d	p	1	kb03-1a	a17	mock	none	control	102	196	0.0	0.0	0.0929758563246	0.0	0.0121245461809	0.0663043269274
study	bacteria	d	p	1	kb03-1a	a17	mock	none	control	99	101	0.0	0.0	0.08544560715289999	0.0	0.0118728184691	0.035706694686
study	bacteria	d	p	1	kb03-1a	a18	mock	none	control	105	137	0.0	0.0	0.114695082129	0.0	0.0139067772276	0.0447543942827
study	bacteria	d	p	1	kb03-1a	a18	mock	none	control	104	2	0.0	0.0	0.09577979735719999	0.0	0.0131984988856	0.035231602924900005
study	bacteria	d	p	1	kb03-1a	a18	mock	none	control	103	53	0.0	0.0	0.27402805682	0.0	0.0168218516211	0.0825951712068
study	bacteria	d	p	1	kb03-1a	a18	mock	none	control	108	119	0.0	0.0	0.27812638831000003	0.0	0.0197481661622	0.0788219255897
study	bacteria	d	p	1	kb03-1a	a18	mock	none	control	108	114	0.0	0.0	0.197169372489	0.0	0.0111483154314	0.05128245088819999
study	bacteria	d	p	1	kb03-1a	a18	mock	none	control	104	80	0.0	0.0	0.06170627917069999	0.0	0.0265437690804	0.0875018454228
study	bacteria	d	p	1	kb03-1a	a18	mock	none	control	108	11	0.0	0.0	0.0535632703493	0.0	0.0129515383616	0.044534981481
study	bacteria	d	p	1	kb03-1a	a18	mock	none	control	108	108	0.0	0.0	0.19008390924899998	0.0	0.012328723674700002	0.06123707144209999
study	bacteria	d	p	1	kb03-1a	a18	mock	none	control	108	41	0.0	0.0	0.130405394762	0.0	0.011881149300299999	0.04039304111980001
study	bacteria	d	p	1	kb03-1a	a18	mock	none	control	107	55	0.0	0.0	0.06385890904040001	0.0	0.0104989930663	0.0424655560269
study	bacteria	d	p	1	kb03-1a	a19	mock	none	control	111	131	0.0	0.0	0.133748014507	0.0	0.00871672174649	0.0376059706089
study	bacteria	d	p	1	kb03-1a	a19	mock	none	control	111	144	0.0	0.0	0.0997221178574	0.0	0.019596188926099996	0.05606236075400001
study	bacteria	d	p	1	kb03-1a	a19	mock	none	control	109	207	0.0	0.0	0.10817325844699999	0.0	0.0120084497948	0.0620677860639
study	bacteria	d	p	1	kb03-1a	a19	mock	none	control	114	167	0.0	0.0	0.138388928564	0.0	0.012806999656400002	0.0622538803778
study	bacteria	d	p	1	kb03-1a	a19	mock	none	control	112	174	0.0	0.0	0.164718072171	0.0	0.00976839056313	0.0543377663449
study	bacteria	d	p	1	kb03-1a	a19	mock	none	control	109	97	0.0	0.0	0.177665521598	0.0	0.030514195753200003	0.052529300762800005
study	bacteria	d	p	1	kb03-1a	a19	mock	none	control	114	61	0.0	0.0	0.427482515072	0.0	0.0103943831511	0.0756747202169
study	bacteria	d	p	1	kb03-1a	a19	mock	none	control	114	157	0.0	0.0	0.172011611643	0.0	0.0221029165454	0.045592752540300006
study	bacteria	d	p	1	kb03-1a	a19	mock	none	control	114	37	0.0	0.0	0.0427749820744	0.0	0.0347619067704	0.0315399741474
study	bacteria	d	p	1	kb03-1a	a19	mock	none	control	112	180	0.0	0.0	0.16005556632200002	0.0	0.0934938562585	0.037196269120499996
study	bacteria	d	p	1	kb03-1a	a20	mock	none	control	120	255	0.0	0.0	0.08876704766039999	0.0	0.012422794228799999	0.0474705163339
